timestamp,original_path,segment_index,saved_image_path,predicted_char,corrected_char
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,51,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_051_20260427_155708.png,T,T
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,52,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_052_20260427_155708.png,I,I
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,53,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_053_20260427_155708.png,S,S
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,54,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_054_20260427_155708.png,T,T
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,55,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_055_20260427_155708.png,H,H
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,56,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_056_20260427_155708.png,E,E
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,57,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_057_20260427_155708.png,U,U
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,58,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_058_20260427_155708.png,S,S
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,59,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_059_20260427_155708.png,E,E
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,60,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_060_20260427_155708.png,O,O
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,61,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_061_20260427_155708.png,F,F
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,62,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_062_20260427_155708.png,A,A
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,63,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_063_20260427_155708.png,H,B
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,64,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_064_20260427_155708.png,O,O
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,65,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_065_20260427_155708.png,O,O
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,66,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_066_20260427_155708.png,K,K
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,69,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_069_20260427_155708.png,N,T
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,70,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_070_20260427_155708.png,H,H
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,71,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_071_20260427_155708.png,A,O
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,72,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_072_20260427_155708.png,U,U
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,73,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_073_20260427_155708.png,G,G
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,75,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_075_20260427_155708.png,H,H
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,76,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_076_20260427_155708.png,T,T
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,77,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_077_20260427_155708.png,A,A
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,78,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_078_20260427_155708.png,R,L
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,79,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_079_20260427_155708.png,R,I
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,80,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_080_20260427_155708.png,U,C
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,81,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_081_20260427_155708.png,E,E
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,82,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_082_20260427_155708.png,N,W
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,83,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_083_20260427_155708.png,N,I
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,84,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_084_20260427_155708.png,N,T
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,85,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_085_20260427_155708.png,N,H
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,86,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_086_20260427_155708.png,O,O
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,87,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_087_20260427_155708.png,U,U
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,88,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_088_20260427_155708.png,T,T
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,89,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_089_20260427_155708.png,R,P
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,90,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_090_20260427_155708.png,I,I
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,91,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_091_20260427_155708.png,C,C
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,92,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_092_20260427_155708.png,M,T
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,93,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_093_20260427_155708.png,N,U
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,94,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_094_20260427_155708.png,R,R
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,95,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_095_20260427_155708.png,E,E
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,96,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_096_20260427_155708.png,S,S
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,97,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_097_20260427_155708.png,A,R
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,98,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_098_20260427_155708.png,M,C
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,99,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_099_20260427_155708.png,A,O
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,100,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_100_20260427_155708.png,N,N
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,101,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_101_20260427_155708.png,M,V
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,102,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_102_20260427_155708.png,G,E
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,103,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_103_20260427_155708.png,O,R
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,104,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_104_20260427_155708.png,T,S
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,105,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_105_20260427_155708.png,A,A
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,106,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_106_20260427_155708.png,O,T
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,107,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_107_20260427_155708.png,H,I
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,108,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_108_20260427_155708.png,S,O
20260427_155708,samples/raw/letters/sentence_but_it_had_no_001_raw.jpeg,109,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_but_it_had_no_001_raw_segment_109_20260427_155708.png,T,N
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,1,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_001_20260427_155709.png,W,W
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,2,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_002_20260427_155709.png,H,H
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,3,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_003_20260427_155709.png,E,E
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,4,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_004_20260427_155709.png,T,T
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,5,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_005_20260427_155709.png,W,E
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,6,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_006_20260427_155709.png,A,R
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,7,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_007_20260427_155709.png,N,T
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,8,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_008_20260427_155709.png,N,H
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,9,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_009_20260427_155709.png,E,E
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,10,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_010_20260427_155709.png,R,P
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,11,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_011_20260427_155709.png,R,L
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,12,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_012_20260427_155709.png,A,E
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,13,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_013_20260427_155709.png,A,A
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,14,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_014_20260427_155709.png,H,S
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,15,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_015_20260427_155709.png,U,U
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,16,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_016_20260427_155709.png,R,R
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,17,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_017_20260427_155709.png,E,E
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,18,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_018_20260427_155709.png,O,O
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,19,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_019_20260427_155709.png,F,F
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,20,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_020_20260427_155709.png,M,M
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,21,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_021_20260427_155709.png,A,A
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,22,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_022_20260427_155709.png,H,K
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,23,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_023_20260427_155709.png,N,I
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,24,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_024_20260427_155709.png,I,N
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,25,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_025_20260427_155709.png,G,G
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,26,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_026_20260427_155709.png,A,A
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,27,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_027_20260427_155709.png,D,D
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,28,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_028_20260427_155709.png,O,A
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,29,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_029_20260427_155709.png,I,I
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,30,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_030_20260427_155709.png,S,S
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,31,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_031_20260427_155709.png,Y,Y
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,32,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_032_20260427_155709.png,O,C
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,33,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_033_20260427_155709.png,H,H
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,34,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_034_20260427_155709.png,A,A
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,35,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_035_20260427_155709.png,I,I
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,39,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_039_20260427_155709.png,N,N
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,44,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_044_20260427_155709.png,W,W
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,45,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_045_20260427_155709.png,O,O
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,46,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_046_20260427_155709.png,U,U
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,47,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_047_20260427_155709.png,L,L
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,48,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_048_20260427_155709.png,D,D
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,49,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_049_20260427_155709.png,H,B
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,50,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_050_20260427_155709.png,E,E
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,51,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_051_20260427_155709.png,W,W
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,52,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_052_20260427_155709.png,N,O
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,53,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_053_20260427_155709.png,R,R
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,54,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_054_20260427_155709.png,T,T
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,55,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_055_20260427_155709.png,H,H
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,56,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_056_20260427_155709.png,T,T
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,57,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_057_20260427_155709.png,N,H
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,58,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_058_20260427_155709.png,E,E
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,59,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_059_20260427_155709.png,T,T
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,60,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_060_20260427_155709.png,N,R
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,61,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_061_20260427_155709.png,O,O
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,62,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_062_20260427_155709.png,U,U
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,63,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_063_20260427_155709.png,H,B
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,64,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_064_20260427_155709.png,H,L
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,65,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_065_20260427_155709.png,E,E
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,66,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_066_20260427_155709.png,F,F
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,67,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_067_20260427_155709.png,G,G
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,68,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_068_20260427_155709.png,E,E
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,69,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_069_20260427_155709.png,T,T
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,70,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_070_20260427_155709.png,T,T
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,71,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_071_20260427_155709.png,I,I
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,72,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_072_20260427_155709.png,W,N
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,73,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_073_20260427_155709.png,G,G
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,74,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_074_20260427_155709.png,V,U
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,75,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_075_20260427_155709.png,P,P
20260427_155709,samples/raw/letters/sentence_whether_the_pleasure_001_raw.jpeg,76,/Users/yuxinyu/handwriting-tool/corrected_samples/letter_segments/images/sentence_whether_the_pleasure_001_raw_segment_076_20260427_155709.png,A,A
